Time (s),D Feed Flow (stream 2),E Feed Flow (stream 3),A Feed Flow (stream 1),A and C Feed Flow (stream 4),Compressor Recycle Valve,Purge Valve (stream 9),Separator Pot Liquid Flow (stream 10),Stripper Liquid Product Flow (stream 11),Stripper Steam Valve,Reactor Cooling Water Flow,Condenser Cooling Water Flow,Agitator Speed,A Feed (stream 1),D Feed (stream 2),E Feed (stream 3),A and C Feed (stream 4),Recycle Flow (stream 8),Reactor Feed Rate (stream 6),Reactor Pressure,Reactor Level,Reactor Temperature,Purge Rate (stream 9),Product Sep Temp,Product Sep Level,Prod Sep Pressure,Prod Sep Underflow (stream 10),Stripper Level,Stripper Pressure,Stripper Underflow (stream 11),Stripper Temperature,Stripper Steam Flow,Compressor Work,Reactor Cooling Water Outlet Temp,Separator Cooling Water Outlet Temp,Reactor Feed Component A,Reactor Feed Component B,Reactor Feed Component C,Reactor Feed Component D,Reactor Feed Component E,Reactor Feed Component F,Purge Gas Component A,Purge Gas Component B,Purge Gas Component C,Purge Gas Component D,Purge Gas Component E,Purge Gas Component F,Purge Gas Component G,Purge Gas Component H,Product Component D,Product Component E,Product Component F,Product Component G,Product Component H
104940,61.505,53.639,33.317,59.368,18.576,40.4,41.93,51.909,47.968,39.047,16.482,50.0,0.34025,3594.5,4426.2,9.0754,27.0,41.713,2637.7,74.343,120.38,0.33385,78.774,51.301,2561.3,27.231,52.323,3043.6,24.26,65.385,234.83,330.09,95.915,74.456,31.799,9.0725,25.376,6.8283,20.017,1.7097,31.787,14.055,22.716,1.2175,20.097,2.3095,4.9146,2.2838,0.014852,0.86432,0.10437,53.996,43.941
105120,61.47,53.23,33.165,60.841,18.561,40.756,41.291,50.618,48.616,37.985,16.775,50.0,0.34179,3596.5,4460.4,9.1481,26.882,42.226,2638.0,74.254,120.37,0.33093,78.603,51.084,2561.4,27.55,51.765,3044.1,24.081,65.103,236.82,329.63,95.676,74.829,31.799,9.0725,25.376,6.8283,20.017,1.7097,31.787,14.055,22.716,1.2175,20.097,2.3095,4.9146,2.2838,0.014852,0.86432,0.10437,53.996,43.941
105300,62.693,52.675,32.573,60.655,18.957,42.808,46.05,47.511,48.951,39.529,17.074,50.0,0.33497,3651.9,4387.5,9.1482,26.846,42.428,2643.1,72.951,120.44,0.35076,78.818,52.702,2567.0,27.889,50.422,3047.5,23.886,64.912,242.35,330.61,95.748,75.312,31.814,9.098,25.223,6.8301,19.733,1.7186,31.835,14.083,22.277,1.6157,20.136,2.3285,4.8844,2.1952,0.014852,0.86432,0.10437,53.996,43.941
105480,63.262,53.003,32.531,62.054,18.715,42.977,36.882,51.797,48.704,38.929,13.832,50.0,0.33539,3618.8,4360.1,9.3652,26.634,42.458,2647.1,72.408,120.44,0.34938,79.09,49.586,2571.0,24.789,52.274,3054.3,25.174,64.875,242.0,330.67,95.21,75.717,31.814,9.098,25.223,6.8301,19.733,1.7186,31.835,14.083,22.277,1.6157,20.136,2.3285,4.8844,2.1952,0.011181,0.89189,0.12388,55.083,43.653
105660,62.888,52.384,33.341,61.218,19.198,43.273,42.188,50.27,48.989,40.469,18.656,50.0,0.33208,3642.5,4454.5,9.4124,27.266,42.738,2653.2,72.651,120.46,0.35605,79.446,51.389,2578.0,26.903,51.614,3060.9,23.069,64.947,242.6,331.09,95.188,75.615,31.957,9.0103,25.804,6.9006,20.154,1.705,31.993,14.357,22.547,1.4576,20.272,2.2902,4.7724,2.1643,0.011181,0.89189,0.12388,55.083,43.653
105840,63.002,52.776,32.936,63.01,18.569,43.413,41.918,46.9,49.265,39.883,17.848,50.0,0.33621,3635.9,4421.8,9.5577,26.633,42.377,2656.4,72.856,120.43,0.35491,79.447,51.297,2581.1,27.338,50.158,3065.4,23.33,65.005,243.28,331.4,94.838,75.865,31.957,9.0103,25.804,6.9006,20.154,1.705,31.993,14.357,22.547,1.4576,20.272,2.2902,4.7724,2.1643,0.011181,0.89189,0.12388,55.083,43.653
106020,62.193,52.059,31.939,60.428,19.001,47.273,38.372,49.434,49.564,41.488,16.488,50.0,0.32498,3647.9,4379.2,9.6362,27.04,42.964,2659.7,73.774,120.46,0.38808,79.331,50.093,2584.1,27.199,51.253,3066.3,23.829,65.012,243.72,332.67,95.105,76.197,31.738,9.1289,25.126,6.9425,19.398,1.6821,32.563,14.11,22.544,1.4817,19.856,2.2935,4.8585,2.1899,0.011181,0.89189,0.12388,55.083,43.653
106200,62.249,52.606,31.953,63.946,19.311,46.95,38.701,49.547,49.618,39.841,14.135,50.0,0.32484,3644.6,4333.5,9.7104,27.043,42.789,2664.8,71.179,120.42,0.39073,79.487,50.204,2589.7,26.462,51.302,3071.7,24.749,65.018,246.9,333.41,94.647,76.273,31.738,9.1289,25.126,6.9425,19.398,1.6821,32.563,14.11,22.544,1.4817,19.856,2.2935,4.8585,2.1899,0.011181,0.89189,0.12388,55.083,43.653
106380,61.887,53.124,34.208,63.722,19.404,44.146,37.289,48.359,50.571,42.032,19.263,50.0,0.35146,3642.1,4431.2,9.7483,27.07,42.603,2672.1,71.535,120.47,0.3646,79.692,49.724,2598.0,27.173,50.789,3080.3,22.519,65.083,248.72,334.85,94.801,76.854,31.98,8.9141,25.452,6.9081,20.337,1.7138,32.375,13.948,22.579,1.4743,20.052,2.3344,4.7861,2.3738,0.023151,0.9752,0.11691,53.927,43.791
106560,61.778,53.076,34.507,64.779,20.004,44.304,40.703,46.358,51.089,41.677,17.127,50.0,0.34842,3648.5,4435.2,9.6347,26.849,42.667,2683.4,71.158,120.45,0.36331,79.989,50.884,2609.6,25.983,49.924,3090.2,23.352,65.218,250.36,336.22,94.442,77.267,31.98,8.9141,25.452,6.9081,20.337,1.7138,32.375,13.948,22.579,1.4743,20.052,2.3344,4.7861,2.3738,0.023151,0.9752,0.11691,53.927,43.791
106740,62.88,51.395,32.469,62.604,20.63,41.901,38.922,50.071,51.597,41.286,17.093,50.0,0.329,3599.6,4367.6,9.9013,26.88,43.092,2691.8,71.125,120.44,0.3499,80.19,50.279,2618.2,25.191,51.528,3096.8,23.313,65.398,252.02,338.05,94.382,77.401,32.659,9.05,25.412,6.8843,19.659,1.7032,32.815,13.939,22.676,1.3339,20.035,2.3526,4.7539,2.2787,0.023151,0.9752,0.11691,53.927,43.791
106920,62.473,51.736,32.409,63.647,21.121,41.64,36.331,50.582,51.971,41.994,18.957,50.0,0.32961,3623.2,4339.1,9.9763,26.584,42.861,2700.8,71.949,120.46,0.35205,80.37,49.399,2629.4,25.274,51.749,3103.3,22.485,65.553,255.13,339.94,94.124,77.855,32.659,9.05,25.412,6.8843,19.659,1.7032,32.815,13.939,22.676,1.3339,20.035,2.3526,4.7539,2.2787,0.023151,0.9752,0.11691,53.927,43.791
107100,62.647,52.452,25.965,65.379,22.006,41.784,34.924,46.987,52.714,42.568,18.036,50.0,0.26108,3624.5,4401.2,10.01,27.011,42.614,2710.6,71.893,120.46,0.3504,80.764,48.921,2639.6,24.041,50.196,3111.7,22.825,65.794,253.98,341.53,94.111,78.893,32.396,8.9427,25.406,6.7637,19.386,1.6491,32.855,14.056,22.159,1.3345,19.58,2.2922,4.8129,2.2073,0.023151,0.9752,0.11691,53.927,43.791
107280,62.187,52.94,25.91,65.664,22.191,41.553,33.077,43.346,54.926,42.508,15.848,50.0,0.26164,3651.2,4360.3,9.8637,27.251,42.8,2719.6,71.562,120.44,0.3523,81.283,48.293,2650.0,23.886,48.622,3122.1,23.731,66.149,262.03,342.93,93.77,79.274,32.396,8.9427,25.406,6.7637,19.386,1.6491,32.855,14.056,22.159,1.3345,19.58,2.2922,4.8129,2.2073,0.032047,0.96406,0.10388,53.07,44.162
107460,62.791,52.586,28.116,65.527,22.497,43.29,38.235,44.054,56.594,43.195,19.96,50.0,0.28308,3680.8,4435.4,9.8383,26.884,42.887,2729.9,71.963,120.46,0.36592,81.748,50.046,2660.1,23.629,48.928,3131.0,21.997,66.581,261.32,344.24,93.595,79.538,32.887,8.8291,26.092,6.9287,19.136,1.6677,32.725,13.883,22.65,1.2728,19.347,2.3045,4.8383,2.282,0.032047,0.96406,0.10388,53.07,44.162
107640,62.881,52.68,27.78,65.214,22.58,43.029,36.765,45.546,57.941,44.003,18.376,50.0,0.28649,3675.6,4427.5,9.9219,26.859,42.606,2734.5,71.011,120.45,0.36806,81.711,49.546,2664.8,23.541,49.573,3135.4,22.689,67.022,264.05,345.44,93.492,79.367,32.887,8.8291,26.092,6.9287,19.136,1.6677,32.725,13.883,22.65,1.2728,19.347,2.3045,4.8383,2.282,0.032047,0.96406,0.10388,53.07,44.162
107820,62.219,53.15,22.774,66.246,23.228,40.822,37.937,46.195,59.154,43.161,17.829,50.0,0.23291,3631.8,4432.8,9.8847,26.921,42.497,2737.7,72.441,120.41,0.34984,81.538,49.945,2669.7,24.333,49.854,3136.6,22.944,67.314,268.18,347.21,93.642,78.933,32.674,8.8495,26.079,6.5817,18.954,1.6404,33.565,13.82,23.037,1.0858,18.609,2.2917,4.9928,2.4346,0.032047,0.96406,0.10388,53.07,44.162
108000,62.041,53.35,22.891,64.824,23.693,40.666,36.889,44.798,60.103,43.144,20.158,50.0,0.23172,3642.2,4416.1,9.713,26.935,43.322,2738.8,72.858,120.38,0.35113,81.068,49.588,2669.8,23.899,49.25,3136.3,21.99,67.512,275.21,348.18,93.83,78.107,32.674,8.8495,26.079,6.5817,18.954,1.6404,33.565,13.82,23.037,1.0858,18.609,2.2917,4.9928,2.4346,0.032047,0.96406,0.10388,53.07,44.162
108180,64.025,52.902,24.159,63.821,23.322,39.877,36.53,42.524,61.42,43.107,17.858,50.0,0.24767,3710.7,4487.0,9.9774,26.576,42.748,2735.2,73.036,120.41,0.34413,79.898,49.467,2664.1,24.4,48.267,3132.0,23.0,67.457,277.71,350.05,93.863,76.945,33.267,9.01,26.285,6.7439,18.337,1.6337,33.625,13.742,23.574,1.1639,18.574,2.366,5.0393,2.4158,0.01913,0.88706,0.10587,54.47,44.376
108360,63.871,53.188,24.219,64.574,23.971,40.105,40.804,47.659,62.514,42.592,17.617,50.0,0.24706,3719.6,4463.0,9.8065,26.842,42.842,2729.9,72.815,120.38,0.34227,78.752,50.919,2659.5,23.914,50.486,3123.8,23.128,67.235,283.18,351.33,94.038,76.007,33.267,9.01,26.285,6.7439,18.337,1.6337,33.625,13.742,23.574,1.1639,18.574,2.366,5.0393,2.4158,0.01913,0.88706,0.10587,54.47,44.376
108540,63.187,53.859,17.898,66.142,24.475,38.686,38.544,50.35,63.158,41.431,16.528,50.0,0.18035,3688.8,4535.3,9.7723,26.884,42.993,2727.6,72.93,120.34,0.33628,77.839,50.151,2657.0,26.228,51.649,3118.4,23.574,66.864,293.92,352.68,94.225,75.756,32.67,8.8317,26.542,6.5649,18.102,1.6574,34.538,13.92,23.559,1.3334,17.618,2.3009,4.8009,2.4264,0.01913,0.88706,0.10587,54.47,44.376
108720,63.064,54.095,17.772,64.284,25.113,38.398,41.279,47.667,64.048,42.022,18.28,50.0,0.18163,3695.9,4515.6,9.903,27.118,42.752,2728.7,72.021,120.35,0.33863,77.189,51.08,2659.1,24.668,50.49,3116.7,22.829,66.518,302.06,353.89,94.336,74.87,32.67,8.8317,26.542,6.5649,18.102,1.6574,34.538,13.92,23.559,1.3334,17.618,2.3009,4.8009,2.4264,0.01913,0.88706,0.10587,54.47,44.376
108900,64.735,54.36,22.909,63.619,25.285,40.677,43.752,44.641,65.009,42.082,15.464,50.0,0.22868,3702.5,4549.5,9.9885,26.758,42.981,2733.1,72.539,120.38,0.35914,76.726,51.921,2662.7,26.441,49.182,3119.6,23.964,66.199,309.53,354.51,94.338,75.355,33.212,8.8202,26.802,6.7145,17.998,1.6155,34.481,13.688,23.999,1.1737,17.254,2.3025,4.6581,2.2792,0.01913,0.88706,0.10587,54.47,44.376
109080,64.481,54.405,22.864,65.343,25.523,40.612,37.875,49.675,64.646,42.258,14.053,50.0,0.22913,3717.3,4545.7,9.9648,27.1,42.766,2740.2,72.596,120.4,0.35968,76.635,49.924,2670.0,24.635,51.357,3126.3,24.511,65.96,311.61,355.03,94.152,75.479,33.212,8.8202,26.802,6.7145,17.998,1.6155,34.481,13.688,23.999,1.1737,17.254,2.3025,4.6581,2.2792,0.020177,0.75808,0.069268,53.63,44.041
109260,63.661,54.587,16.712,65.544,26.579,37.475,47.507,46.132,65.387,42.366,16.616,50.0,0.17125,3702.0,4562.1,10.046,26.924,42.94,2754.8,71.712,120.44,0.33412,77.351,53.196,2687.4,26.917,49.826,3136.7,23.366,65.923,312.75,355.53,93.935,77.603,33.209,8.7502,27.288,6.6541,17.463,1.6576,34.833,13.731,24.876,1.2105,16.767,2.2444,4.3335,2.1244,0.020177,0.75808,0.069268,53.63,44.041
109440,63.992,54.904,16.425,65.464,27.186,37.711,36.27,49.576,66.237,44.486,16.016,50.0,0.17416,3682.7,4535.6,10.002,26.482,42.53,2779.8,73.654,120.49,0.33219,79.434,49.378,2714.8,26.533,51.315,3161.3,23.538,66.386,312.28,354.64,93.584,80.646,33.209,8.7502,27.288,6.6541,17.463,1.6576,34.833,13.731,24.876,1.2105,16.767,2.2444,4.3335,2.1244,0.020177,0.75808,0.069268,53.63,44.041
109620,63.946,54.885,15.801,62.034,27.378,38.345,34.142,47.565,67.217,44.929,16.827,50.0,0.15972,3727.0,4661.6,9.9261,27.016,42.682,2801.0,73.025,120.46,0.33508,81.382,48.655,2736.2,24.201,50.446,3185.4,23.155,67.277,309.76,354.24,92.998,81.255,33.614,8.898,27.125,6.7877,17.859,1.6459,34.448,13.691,24.662,1.1271,16.753,2.2116,4.4368,2.0864,0.020177,0.75808,0.069268,53.63,44.041
109800,64.228,55.104,15.925,61.911,26.797,38.022,36.883,41.879,68.442,44.693,19.878,50.0,0.15846,3710.6,4643.4,9.9036,27.017,42.834,2802.4,72.94,120.46,0.33773,81.369,49.587,2737.1,22.936,47.989,3191.4,21.895,68.13,304.12,354.94,92.966,79.175,33.614,8.898,27.125,6.7877,17.859,1.6459,34.448,13.691,24.662,1.1271,16.753,2.2116,4.4368,2.0864,0.020177,0.75808,0.069268,53.63,44.041
109980,63.376,55.036,10.676,64.867,26.111,37.237,35.429,44.565,66.464,43.799,19.134,50.0,0.10804,3700.8,4583.5,9.8113,26.476,43.109,2789.9,74.492,120.39,0.33404,79.829,49.092,2723.4,21.038,49.149,3179.8,22.262,68.364,297.15,356.32,93.267,76.473,33.391,8.6446,27.245,6.9428,17.576,1.6538,34.251,13.641,25.271,1.0956,16.589,2.2117,4.6423,2.1855,0.004945,0.77276,0.092855,53.774,44.951
110160,63.496,55.043,10.245,64.654,25.685,37.867,40.399,43.17,65.609,41.904,18.438,50.0,0.11243,3693.9,4582.9,9.7155,27.172,43.105,2769.5,74.367,120.32,0.32888,77.274,50.781,2699.8,25.231,48.546,3160.1,22.626,67.911,299.12,357.26,94.003,74.15,33.391,8.6446,27.245,6.9428,17.576,1.6538,34.251,13.641,25.271,1.0956,16.589,2.2117,4.6423,2.1855,0.004945,0.77276,0.092855,53.774,44.951
110340,62.897,55.204,11.28,65.175,26.457,36.518,36.86,48.009,64.46,40.961,17.549,50.0,0.11784,3650.5,4642.4,9.8204,26.887,42.594,2758.1,74.187,120.29,0.32715,75.374,49.579,2687.8,24.988,50.637,3142.5,23.032,66.994,305.0,358.24,94.49,73.685,33.251,8.623,27.64,6.8472,17.137,1.6182,34.734,13.722,24.973,1.0555,16.679,2.2799,4.8805,2.3903,0.004945,0.77276,0.092855,53.774,44.951
110520,63.269,55.158,11.736,65.398,27.94,36.301,44.88,45.935,63.602,40.793,17.072,50.0,0.1132,3629.0,4646.3,9.8845,26.949,42.863,2763.4,74.187,120.31,0.32893,75.239,52.304,2695.7,26.007,49.741,3140.6,23.203,66.102,308.02,358.47,94.737,75.544,33.251,8.623,27.64,6.8472,17.137,1.6182,34.734,13.722,24.973,1.0555,16.679,2.2799,4.8805,2.3903,0.004945,0.77276,0.092855,53.774,44.951
110700,63.057,56.295,11.718,65.033,29.0,36.884,40.598,50.448,63.14,42.077,16.007,50.0,0.1169,3689.3,4661.1,9.79,26.833,42.261,2786.5,73.875,120.39,0.3402,77.053,50.849,2721.0,25.794,51.691,3159.8,23.587,65.837,306.55,356.91,94.233,78.711,33.404,8.7411,27.238,6.5953,17.093,1.6226,34.614,13.656,25.36,1.0323,16.209,2.2279,4.3303,2.0957,0.004945,0.77276,0.092855,53.774,44.951
110880,63.45,56.063,11.679,64.47,28.926,37.886,35.883,44.524,63.171,44.368,16.344,50.0,0.1173,3666.4,4680.5,9.7663,26.884,42.218,2812.4,75.513,120.45,0.33198,79.661,49.247,2748.4,23.296,49.131,3188.7,23.375,66.334,301.81,355.16,93.73,80.919,33.404,8.7411,27.238,6.5953,17.093,1.6226,34.614,13.656,25.36,1.0323,16.209,2.2279,4.3303,2.0957,0.0081713,0.72669,0.10478,53.651,43.551
111060,64.636,56.165,8.942,65.419,28.364,37.037,40.418,42.977,63.229,44.356,20.35,50.0,0.091853,3734.8,4704.5,9.7107,27.195,42.523,2824.2,75.687,120.45,0.32282,80.951,50.788,2759.5,23.886,48.463,3205.1,21.691,67.198,294.67,355.19,93.167,80.169,33.192,8.6373,27.69,6.6004,17.172,1.6208,34.721,13.588,26.056,1.1836,15.831,2.174,4.0605,2.0192,0.0081713,0.72669,0.10478,53.651,43.551
111240,63.982,56.82,8.9852,64.802,27.652,36.791,38.873,41.825,63.349,44.607,19.956,50.0,0.091413,3772.8,4649.8,9.5893,27.188,42.458,2819.0,75.442,120.44,0.32485,80.617,50.263,2753.7,22.648,47.965,3204.3,21.903,67.748,286.6,355.41,93.215,78.813,33.192,8.6373,27.69,6.6004,17.172,1.6208,34.721,13.588,26.056,1.1836,15.831,2.174,4.0605,2.0192,0.0081713,0.72669,0.10478,53.651,43.551
111420,64.737,56.215,9.8551,63.548,27.029,35.88,31.862,44.975,62.734,42.892,20.971,50.0,0.10041,3741.9,4707.1,9.5083,27.315,42.802,2806.7,75.041,120.38,0.31487,79.652,47.88,2740.5,26.275,49.326,3195.1,21.536,67.947,286.86,355.52,93.357,77.709,32.971,8.548,27.98,6.728,17.514,1.56,34.706,13.398,26.292,0.87569,16.763,2.2139,4.5357,2.291,0.0081713,0.72669,0.10478,53.651,43.551
111600,64.093,56.345,9.929,60.972,27.003,35.793,37.029,46.911,62.206,43.185,20.43,50.0,0.099658,3779.3,4696.3,9.3578,26.865,42.276,2794.6,76.2,120.37,0.31558,78.634,49.636,2727.4,23.065,50.163,3179.6,21.823,67.789,286.35,354.97,93.719,76.828,32.971,8.548,27.98,6.728,17.514,1.56,34.706,13.398,26.292,0.87569,16.763,2.2139,4.5357,2.291,0.0081713,0.72669,0.10478,53.651,43.551
111780,63.658,56.302,10.885,59.955,27.131,32.86,37.113,41.024,60.743,42.341,18.756,50.0,0.11407,3751.4,4649.9,9.3823,26.932,42.42,2785.0,76.46,120.35,0.29394,77.907,49.665,2718.3,24.563,47.619,3168.0,22.585,67.426,281.63,354.85,94.055,75.99,33.067,8.7271,27.754,6.7488,17.316,1.5933,34.706,13.448,26.052,1.0434,16.195,2.194,4.739,2.2966,0.022236,0.739,0.086404,52.794,44.053
111960,64.933,56.115,11.047,58.769,26.94,33.105,38.599,42.835,59.569,41.996,17.856,50.0,0.11242,3677.3,4665.6,9.3289,26.774,42.6,2776.7,77.086,120.35,0.29193,77.339,50.17,2708.4,24.504,48.401,3158.6,22.997,66.998,282.33,354.14,94.196,75.926,33.067,8.7271,27.754,6.7488,17.316,1.5933,34.706,13.448,26.052,1.0434,16.195,2.194,4.739,2.2966,0.022236,0.739,0.086404,52.794,44.053
112140,64.481,56.273,9.1546,60.242,26.676,33.733,38.163,42.92,58.578,41.383,16.427,50.0,0.095795,3700.9,4712.0,9.3567,26.532,42.4,2772.5,77.619,120.35,0.29302,77.31,50.021,2704.4,23.632,48.438,3154.4,23.617,66.606,281.1,353.01,94.436,75.894,32.932,8.6746,27.873,6.9129,17.418,1.5672,33.534,13.618,25.909,1.2506,16.364,2.1889,4.4794,2.1641,0.022236,0.739,0.086404,52.794,44.053
112320,64.738,56.313,9.4625,60.293,26.759,33.089,36.096,48.335,57.762,40.953,19.702,50.0,0.092663,3685.9,4708.7,9.2482,26.944,42.144,2769.1,77.067,120.34,0.29829,77.253,49.319,2701.3,25.406,50.778,3150.3,22.25,66.336,278.04,352.36,94.468,75.92,32.932,8.6746,27.873,6.9129,17.418,1.5672,33.534,13.618,25.909,1.2506,16.364,2.1889,4.4794,2.1641,0.022236,0.739,0.086404,52.794,44.053
112500,63.667,55.75,9.7049,61.937,26.597,35.832,35.491,42.624,56.884,41.344,18.15,50.0,0.099534,3667.4,4754.7,9.1952,26.809,42.178,2767.2,76.932,120.33,0.30956,77.54,49.114,2699.1,25.11,48.311,3148.9,22.898,66.158,275.68,351.23,94.537,76.086,32.569,8.7532,27.615,6.6455,17.14,1.5959,34.111,13.791,26.442,1.0812,16.082,2.2148,4.3928,2.1093,0.022236,0.739,0.086404,52.794,44.053
112680,63.182,55.877,9.7603,61.534,26.382,35.671,34.043,39.306,56.373,40.786,17.443,50.0,0.09897,3695.5,4744.1,9.225,27.159,42.165,2764.6,77.121,120.36,0.31089,77.718,48.621,2696.0,25.514,46.877,3146.9,23.181,66.085,270.7,349.91,94.622,76.083,32.569,8.7532,27.615,6.6455,17.14,1.5959,34.111,13.791,26.442,1.0812,16.082,2.2148,4.3928,2.1093,0.034145,0.67842,0.088731,52.948,44.543
112860,64.206,56.601,12.806,60.904,24.921,38.059,39.988,45.465,55.51,40.44,19.244,50.0,0.12652,3778.0,4761.6,9.1806,26.59,42.149,2757.7,76.455,120.36,0.32792,77.477,50.642,2688.3,27.038,49.538,3145.4,22.427,65.963,268.89,348.6,94.593,75.424,32.636,8.5943,27.439,6.9337,17.321,1.6384,33.466,13.645,26.213,1.0337,16.401,2.1608,4.4181,2.1837,0.034145,0.67842,0.088731,52.948,44.543
113040,64.453,56.641,12.663,61.228,24.751,38.204,40.922,44.261,54.639,41.29,17.917,50.0,0.12797,3763.6,4758.3,9.1139,26.78,42.232,2749.9,77.379,120.38,0.32673,77.134,50.959,2679.4,25.189,49.018,3139.0,22.988,65.746,267.3,347.42,94.589,74.869,32.636,8.5943,27.439,6.9337,17.321,1.6384,33.466,13.645,26.213,1.0337,16.401,2.1608,4.4181,2.1837,0.034145,0.67842,0.088731,52.948,44.543
113220,63.832,56.522,11.349,60.404,24.738,36.108,43.881,45.279,53.785,40.457,20.451,50.0,0.11974,3657.8,4752.8,9.1583,26.903,42.32,2742.7,77.256,120.36,0.31054,76.821,51.964,2672.2,24.969,49.458,3130.2,21.909,65.472,265.67,346.48,94.974,74.721,32.383,8.7528,27.698,7.0062,17.922,1.5983,33.012,13.539,26.394,1.1074,17.141,2.1795,4.4085,2.0736,0.034145,0.67842,0.088731,52.948,44.543
113400,63.654,56.517,11.469,59.072,24.041,36.205,39.205,47.161,52.887,39.233,19.089,50.0,0.11851,3668.2,4753.3,9.2093,26.686,42.358,2736.5,76.69,120.36,0.30974,76.66,50.376,2665.0,27.086,50.271,3127.4,22.464,65.184,264.69,345.09,94.879,74.822,32.383,8.7528,27.698,7.0062,17.922,1.5983,33.012,13.539,26.394,1.1074,17.141,2.1795,4.4085,2.0736,0.034145,0.67842,0.088731,52.948,44.543
113580,62.593,55.787,13.86,59.872,24.331,34.367,38.519,45.213,50.766,39.914,15.549,50.0,0.13652,3688.1,4707.4,9.0865,26.784,42.208,2738.9,77.341,120.37,0.2987,77.205,50.142,2667.6,26.993,49.429,3128.0,23.901,64.951,257.54,343.82,95.105,75.714,31.664,8.7721,27.828,6.86,18.043,1.6205,32.801,13.744,26.319,1.3432,16.783,2.1496,4.367,2.0232,0.024759,0.73544,0.093209,53.162,44.543
113760,62.895,56.264,13.387,60.499,24.098,34.947,33.574,50.043,49.543,39.785,17.637,50.0,0.14134,3670.6,4667.5,9.1232,27.362,42.136,2739.7,76.394,120.39,0.29395,77.728,48.462,2668.7,25.391,51.516,3131.2,22.981,64.878,251.56,342.54,94.817,76.094,31.664,8.7721,27.828,6.86,18.043,1.6205,32.801,13.744,26.319,1.3432,16.783,2.1496,4.367,2.0232,0.024759,0.73544,0.093209,53.162,44.543
113940,63.26,55.729,20.548,56.949,23.562,37.47,39.427,49.663,48.457,41.57,14.688,50.0,0.21097,3721.0,4698.6,9.2855,27.146,42.032,2745.1,76.746,120.44,0.31617,78.563,50.451,2674.5,24.072,51.352,3138.4,24.18,64.931,243.99,341.48,94.817,76.942,31.759,8.7309,27.823,6.9531,18.234,1.6217,32.926,13.907,26.203,1.2689,17.772,2.2179,4.3264,1.9489,0.024759,0.73544,0.093209,53.162,44.543
114120,63.691,56.154,20.888,59.0,22.68,37.555,36.766,53.481,47.252,41.284,17.654,50.0,0.20751,3696.0,4663.1,9.1471,26.584,42.332,2745.4,77.157,120.43,0.31547,79.188,49.547,2674.6,24.796,53.002,3143.6,22.925,65.088,237.62,340.04,94.582,77.354,31.759,8.7309,27.823,6.9531,18.234,1.6217,32.926,13.907,26.203,1.2689,17.772,2.2179,4.3264,1.9489,0.024759,0.73544,0.093209,53.162,44.543
114300,63.18,56.259,20.152,62.415,23.083,39.482,34.332,43.023,46.349,41.967,17.615,50.0,0.20657,3676.9,4624.1,8.867,26.828,41.803,2747.9,77.102,120.45,0.33527,80.076,48.72,2679.2,24.737,48.483,3145.2,22.921,65.31,227.76,338.79,94.478,78.487,31.506,9.0596,27.448,6.9106,18.599,1.6028,32.559,13.877,26.187,1.1742,17.976,2.2143,4.5004,2.087,0.024759,0.73544,0.093209,53.162,44.543
114480,63.473,55.583,20.355,59.912,22.596,40.063,33.728,45.981,46.125,41.692,17.014,50.0,0.20452,3659.9,4680.5,8.9487,26.942,42.003,2748.1,77.084,120.44,0.33051,80.845,48.514,2677.9,23.726,49.761,3146.7,23.209,65.639,223.87,337.66,94.379,78.691,31.506,9.0596,27.448,6.9106,18.599,1.6028,32.559,13.877,26.187,1.1742,17.976,2.2143,4.5004,2.087,0.016239,0.82959,0.11373,53.037,44.028
114660,63.194,55.924,23.286,61.386,22.045,39.459,37.173,46.728,45.335,41.625,17.081,50.0,0.2352,3695.0,4582.1,8.8505,26.672,41.931,2746.5,77.74,120.43,0.32987,81.454,49.685,2677.1,24.689,50.084,3147.6,23.218,65.968,218.37,336.48,94.37,79.144,31.554,8.9702,27.357,7.0399,18.641,1.6224,31.626,13.729,25.69,1.1847,18.303,2.1711,4.7218,2.2133,0.016239,0.82959,0.11373,53.037,44.028
114840,64.163,55.197,23.16,57.778,22.051,40.069,34.837,48.665,44.48,41.961,18.899,50.0,0.23647,3638.7,4642.8,8.8628,26.906,42.145,2742.5,78.121,120.43,0.32487,81.999,48.891,2672.9,24.124,50.921,3144.3,22.503,66.318,213.48,335.76,94.342,78.946,31.554,8.9702,27.357,7.0399,18.641,1.6224,31.626,13.729,25.69,1.1847,18.303,2.1711,4.7218,2.2133,0.016239,0.82959,0.11373,53.037,44.028
115020,62.323,55.483,23.205,56.406,21.442,38.14,36.214,45.458,43.496,40.65,19.97,50.0,0.24046,3674.6,4612.6,8.7708,26.897,41.693,2731.3,78.341,120.38,0.30799,81.891,49.359,2661.0,23.003,49.535,3135.3,22.121,66.545,209.94,334.13,94.592,78.099,31.596,8.9602,26.969,6.8395,18.981,1.611,31.614,13.657,25.371,1.2872,18.58,2.2161,4.8969,2.3864,0.016239,0.82959,0.11373,53.037,44.028
